user,tanggal,bahasa,isi,polarity,sentiment
415976875,2022-03-20 10:59:12+00:00,in,RT Sedih aku nggak diajak ke Mandalika nonton balapan Mungkin nanti cocoknya sama aku pas ada balapan siapa paling terluka,0.0,netral
1334645794121478144,2022-03-20 10:59:10+00:00,in,RT Yah dengan segala hal baik buruk unik lucu norak dll dari MotoGP Mandalika ini niscaya race ini jadi membekas,0.0,netral
1448550253674655745,2022-03-20 10:59:10+00:00,in,RT Halo Indonesia Semangat pagi indonesia mandalika,0.0,netral
131265092,2022-03-20 10:59:10+00:00,en,Amazing ride keep pushing,0.6000000000000001,positif
1269090305438912512,2022-03-20 10:59:09+00:00,in,RT Bahan ribut warganet harga tiket Mandalika penonton MotoGP kosong pawang hujan pebalap pada ngegas iya lah nikah be,0.0,netral
153969086,2022-03-20 10:59:09+00:00,in,Efek abis perhelatan mewah IndonesianGP 2022 Penonton mencari cari untuk ketempat parkir karena mobil pribadi tidak boleh masuk dan panitia serta bus feeder hilang bule pun jd korban naik mobil bak terbuka MotoGPMandalika MotoGP tvone elshinta detik,0.0,netral
1317372328095879169,2022-03-20 10:59:09+00:00,in,Menghibur,0.0,netral
422005231,2022-03-20 10:59:08+00:00,ca,RT Anyone wants a souvenir from the IndonesianGP Pieces of asphalt from the track Alguien quiere un souvenir de Mandalik,0.2,positif
2904777306,2022-03-20 10:59:08+00:00,in,RT Mau se jago apapun Rossi amp Marquez di arena MotoGP kalau sdh liat cuaca spti ini pasti keder jg Apalagi para pengge,0.0,netral
210842691,2022-03-20 10:59:08+00:00,in,Bukan menghakimi mestinya kalian malu Bapak Erick Tohir tidak minta pemuka agama kalian buat cegah hujan Berarti tuhan kalian kalah kuat,0.0,netral
1180147081794580480,2022-03-20 10:59:08+00:00,in,Prov kadal minyak goreng gak pokok buat gue punya duit yg penting lu makan lebih higienis masih fokus migor aja wkwkkwkw,0.0,netral
1146256276621389824,2022-03-20 10:59:08+00:00,it,RT Podium di race MotoGP Mandalika 1 Miguel Oliveira 2 Fabio Quartararo 3 Johann Zarco IndonesianGP,0.0,netral
62984746,2022-03-20 10:59:08+00:00,en,After this this lady will be part of Dorna to travel around the world to control rain shaman mandalika,0.0,netral
1495789370149724162,2022-03-20 10:59:07+00:00,in,Yg lain sibuk ttg pawang hujan di motogp aku sibuk ikutin giveaway,0.0,netral
936937064,2022-03-20 10:59:07+00:00,in,RT Start MotoGP Mandalika ditunda hingga hujan reda Pawang hujan be lyke Penonton teriak In do ne sia Video akun I,0.0,netral
71758649,2022-03-20 10:59:07+00:00,en,Racing moliveira88 Congratulations on your perfect victory moliveira88,1.0,positif
1498012160147869699,2022-03-20 10:59:07+00:00,in,WKWKKW ini yg dri tdi gua ketawain ternyata di post motoGP,0.0,netral
1403787121530327041,2022-03-20 10:59:07+00:00,in,RT Ritual Pawang Hujan Gak Mempan Balapan MotoGP Mandalika Ditunda Akibat Sirkuit Diguyur Hujan Deras,0.0,netral
93181128,2022-03-20 10:59:07+00:00,in,Ponakan w pas nonton MotoGP Kameranya burik banget Gegara ujan ya Anjir ngakaklah gw kosakatanya burik,0.0,netral
1267105100251705346,2022-03-20 10:59:06+00:00,fr,MotoGP l effrayant accident de Marc Marquez en Indon sie Transport l h pital le pilote espagnol souffre d un traumatisme cr nien,0.0,netral
960662868684292096,2022-03-20 10:59:05+00:00,in,Auu dukun di mainin ga ada kerjaan aja nih baliho di sembah Liat aja nanti pormula E bakalan lebih dari mandalika Siap putihkan pormula E,0.0,netral
1466513994114641920,2022-03-20 10:59:04+00:00,in,Arabia Yang bikin hujan reda itu Tuhan boss di tempat gw juga sempet hujan dan durasi hujan nya hampir sama kaya di Mandalika tapi tempat gw gak ada pawang,0.0,netral
1242970764891942912,2022-03-20 10:59:03+00:00,in,RT gak percaya pawang hujan tapi percaya tuhan padahal sama sama gak bisa dibuktikan sains emg org indo standar ganda,0.0,netral
989389549192167424,2022-03-20 10:59:03+00:00,in,Ada yg bilang katanya penonton motogp pertamina mandalika di lobok sepi ngak ada penonton betul ngak sih RoySuryo trus yg nonton setan semua ya pak,0.0,netral
1417079987614588931,2022-03-20 10:59:02+00:00,in,RT Moto GP Mandalika semoga lancar dan sukses Formula E Jakarta semoga lancar dan sukses Jangan pernah menarik kedua event i,0.0,netral
1238253302757785600,2022-03-20 10:59:02+00:00,in,Indonesia memang beda Mantap,0.0,netral
465156621,2022-03-20 10:59:00+00:00,in,RT Dalam post race interviewnya juara IndonesianGP Miguel Oliveira memberikan shout out dan tribut kepada Mas Risman Si,0.0,netral
363511759,2022-03-20 10:59:00+00:00,in,RT Hahaha diketawain tim yamaha si dukunnya wkwk tag Memalukan Mandalika Trans 7 Pawang 2 5 T Sekte BMKG,0.2,positif
1412288889964810242,2022-03-20 10:59:00+00:00,in,bru nonton motogp yah,0.0,netral
87698774,2022-03-20 10:59:00+00:00,in,RT Ini Video ASLI Penampakan tampilan LIVE Rara Isti Wulandari di Sirkuit Mandalika tadi yg sempat dikomentari oleh Present,0.06818181818181818,positif
323821169,2022-03-20 10:59:00+00:00,fr,Savage,0.0,netral
1328197622943780864,2022-03-20 10:59:00+00:00,in,Gw gak menyoal soal Apbn ato apalah bodo amat Yg gw kritisi soal pake pawang2an itu lho lebay Namanya race biasa ada kondisi cerah dan kondisi ujan dan itu dah lumrah puluhan tahun pagelaran motogp di gelar,0.0,netral
77611680,2022-03-20 10:59:00+00:00,in,Sampean njlungup ta lur,0.0,netral
2893604707,2022-03-20 10:58:59+00:00,en,RT If MotoGP continues racing Mandalika will be the first circuit that kills the rider not because he crash but was struck b,0.25,positif
993031051235680256,2022-03-20 10:58:59+00:00,in,RT Kusuma mirit2 ruang aspal di jalan dari bandara menuju event MotoGP di Kuta Mandalika yang menurut liputan di KarungTampon sepi p,0.0,netral
2250183258,2022-03-20 10:58:58+00:00,in,RT Sirkuit Mandalika Sabtu 19 Maret 2022 Penonton Sangat Antusias Melihat Perhelatan MotoGP kali ini,0.0,netral
1434310421725417475,2022-03-20 10:58:58+00:00,in,RT loren Turut BANGGA dg ajang balap motor skala Internasional di MANDALIKA Cuma besok2 ngga usah ada pertunjukan PAWANG UJAN KEUJA,0.0,netral
1251212671933808643,2022-03-20 10:58:58+00:00,in,RT tetep ujan tuh wkwk jdi bhan cosplayan tim yamaha wkwk tag Memalukan Mandalika Trans 7 Pawang 2 5 T Sekte BMKG,0.0,netral
1294809312116629504,2022-03-20 10:58:57+00:00,in,Tidak menyukai motogp,0.0,netral
1263843604335751168,2022-03-20 10:58:57+00:00,in,RT Pawang hujan di Mandalika 20 Maret 2022 Fabio Quartararo MandalikaCircuit mandalika MotoGP TRANS7 Marquez,0.0,netral
1340279932245606400,2022-03-20 10:58:56+00:00,in,Pawang hujan di sirkuit mandalika,0.0,netral
277348222,2022-03-20 10:58:56+00:00,es,Petir,0.0,netral
1505175917810778114,2022-03-20 10:58:55+00:00,in,MotoGP aja punya pawang masak kmu ngga,0.0,netral
1437695215423287298,2022-03-20 10:58:55+00:00,in,Besok besok ga heran kalo ada info loker buat pawang hujan,0.0,netral
2536834262,2022-03-20 10:58:55+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 155,0.0,netral
192946560,2022-03-20 10:58:54+00:00,in,Hahahahaa mulai dari panas sampe mereka berendem di ember sampe hujan deras ada petirnya semua jadi pengalaman buat mereka Komplit,0.0,netral
3163883802,2022-03-20 10:58:54+00:00,in,RT MotoGP Mandalika membuat mata dunia tertuju pd Indonesia dinyinyirin Kadrun hny krn berita 2 5 T Mandalika Setara Beasis,0.0,netral
1448108367956914179,2022-03-20 10:58:54+00:00,no,twt BTS streaming motogp,0.0,netral
1167958016412405760,2022-03-20 10:58:54+00:00,in,Bang Dennis,0.0,netral
63321110,2022-03-20 10:58:54+00:00,in,Saat BRIN kalah populer sama pawang hujan BRIN Gunakan Teknologi Modifikasi Cuaca Selama MotoGP Digelar di Mandalika Apa Itu,0.0,netral
1178547764583489536,2022-03-20 10:58:53+00:00,in,ini moto gp bukan turnament ecek ecek,0.0,netral
1140851552652939264,2022-03-20 10:58:53+00:00,in,Mandalika tu penting kamu nggak,0.0,netral
276910909,2022-03-20 10:58:53+00:00,es,IndonesianGP Johann Zarco He gastado siete vueltas en ganar confianza Yo pod a ir m s r pido pero ya era demasiado tarde,0.0,netral
1319892945814708224,2022-03-20 10:58:53+00:00,in,kayaknya hujannya di alihin ke Bali ini deres bgt dari tadi,0.0,netral
1500305418220105732,2022-03-20 10:58:52+00:00,in,RT Setelah 25 tahun Indonesia akhirnya kembali menjadi tuan rumah kejuaraan dunia balap motor MotoGP Ikuti keseruannya dal,0.0,netral
250000162,2022-03-20 10:58:52+00:00,in,MAMPOS UDAH ADA PORTO PAWANG HUJAN MANDALIKA,0.0,netral
1191032741317332992,2022-03-20 10:58:51+00:00,in,RT Gua ngeliat ini bukan ke konteks bener salah nya sih Tapi kalo hal ginian diliput media internasional sih jadi kayak,0.0,netral
920473539727126528,2022-03-20 10:58:51+00:00,in,JaKoB WolF bukan cuman cuaca tapi juga isyu ban,0.0,netral
1094396053,2022-03-20 10:58:51+00:00,in,RT nakula Presiden Jokowi ucapkan terima kasih untuk seluruh masyarakat NTB karena partisipasi warga NTB dan doa seluruh rakyat Indo,0.0,netral
1059994821954232321,2022-03-20 10:58:50+00:00,in,RT Asmara1701 Pokoknya semua salah Anies Pawang di Mandalika Gagal Tahan Hujan Ki Bedul Sakti Ini Semua Gara gara,0.0,netral
89699871,2022-03-20 10:58:49+00:00,in,Awalnya diharapkan orang ke Lombok tidak hanya nonton MotoGP tapi sekalian berwisata mengunjungi seluruh destinasi wisata Eh ternyata 1 2 hari doang muterin daerah Mandalika aja ga mau main sampai ke Gili,0.16666666666666666,positif
1420996357611950083,2022-03-20 10:58:49+00:00,en,RT The power of pawang mandalika,0.0,netral
3844318226,2022-03-20 10:58:48+00:00,in,RT Jokowi keluar menyapa para penonton di Sirkuit Mandalika Seketika itu hujan pun berhenti Orang baik itu sangat di saya,0.0,netral
1103317450962038785,2022-03-20 10:58:48+00:00,in,Siaran di tempat Q ilang jd dongkol g bisa nonton MotoGP,0.0,netral
166097182,2022-03-20 10:58:47+00:00,en,Shaman 1 0 God What the Hahaha,0.2,positif
541525931,2022-03-20 10:58:47+00:00,in,Org gila makin stress aja liat mandalika,0.0,netral
844769802799362048,2022-03-20 10:58:45+00:00,ja,MotoGP jp MotoGP IndonesianGP,0.0,netral
1190311823121235968,2022-03-20 10:58:45+00:00,en,Brilliant race Divebomb Dazza It s a shame your bro Divebombed you get him back next race,0.3,positif
794098556,2022-03-20 10:58:45+00:00,in,mentalnya gede,0.0,netral
2536834262,2022-03-20 10:58:45+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 154,0.0,netral
391834011,2022-03-20 10:58:44+00:00,in,RT BREAKING Repsol Honda mengumumkan jika Marc Marquez tidak akan mengikuti race MotoGP di Mandalika karena dinyatakan tida,0.0,netral
136562025,2022-03-20 10:58:44+00:00,in,Si Kambing Goat akhirnya berani mandi kena air and to be a winner,0.0,netral
1505480359781273604,2022-03-20 10:58:44+00:00,fr,Bon plan du shitbeuh dispo T l gram WhatsApp 33 7 55 53 12 31 ZemmourMobilisationGenerale ZemmourPresident bitcoin Valimai viaplay Video CR7 Xiaomi12Series XRPCommunity WWE2K22 MotoGP MilanoSanremo Marche6eRepublique KaderiminOyunu,0.0,netral
1420996357611950083,2022-03-20 10:58:43+00:00,in,RT post Kalau lewat tikungan 13 Mandalika harus lempar putung rokok Sikat gigi 10pcs cuma 11ribuan,0.0,netral
525663823,2022-03-20 10:58:42+00:00,in,Nitip mas admin,0.0,netral
64392525,2022-03-20 10:58:42+00:00,in,Singing bowl atau genta Tibet merupakan sejenis lonceng berbentuk mangkuk yang bergetar dan menghasilkan nada saat dimainkan,0.0,netral
1310703077490475008,2022-03-20 10:58:41+00:00,it,Mantepp Ahahaha,0.0,netral
1161284178438238213,2022-03-20 10:58:40+00:00,in,lalu mana yang lebih syahdu gerimis di sirkuit Mandalika atau tangis memandang kisah penuh luka,0.0,netral
985163038054428672,2022-03-20 10:58:40+00:00,ht,anj fandi,0.0,netral
1482555145720578050,2022-03-20 10:58:39+00:00,in,RT PREDIKSI RACE MANDALIKA SOK PAHAM Track basah P1 Miguel Oliveira P2 Fabio Quartararo P3 Johann Zarco Track kering,0.0,netral
3827798354,2022-03-20 10:58:39+00:00,in,Jurnalis asal Inggris Simon Patterson terkejut melihat kecepatan jaringan koneksi internet Telkomsel di Mandalika Dalam masa dan di Indonesia untuk meliput MotoGP 2022 di Sirkuit Mandalika Simon sampai membagikan reaksinya di akun Twitter dan Instagram miliknya,0.0,netral
786918611852075008,2022-03-20 10:58:39+00:00,et,RT A Mandalika masterclass Superb Miguel IndonesianGP,1.0,positif
335833696,2022-03-20 10:58:39+00:00,in,Wah keren Tranding bahas GP mandalika,0.0,netral
1451758968263512064,2022-03-20 10:58:38+00:00,in,Indonesia dengan kearifan lokal,0.0,netral
152375702,2022-03-20 10:58:38+00:00,in,Kenapa pak Jokowi gak pake baju kayak pak sandi ya itu keren banget baju pak sandi,0.0,netral
1405723264710709248,2022-03-20 10:58:38+00:00,in,RT Mumpung belum melintasi lorong waktu yg panjang adakah bukti historis keterlibatannya dlm membangun sirkuit Mandalika,0.0,netral
2810133859,2022-03-20 10:58:38+00:00,en,Hobaah,0.0,netral
371721076,2022-03-20 10:58:37+00:00,in,Pada berisik bahas motogp Ada yg bilang motor gp Dari dulu motogp juga udah ada Pada berisik ae biasa aja,0.0,netral
293272772,2022-03-20 10:58:37+00:00,es,MotoGP Despu s del diluvio triunfo de Miguel Oliveira en el GP de Indonesia Fabio Quartararo y Johan Zarco completaron el podio Por las adversas condiciones clim ticas la competencia fue recortada a 20 vueltas,0.0,netral
1490897457504714752,2022-03-20 10:58:36+00:00,in,First winner in mandalika gp selamat buat semua yang terlibat kesuksesan indonesia gp,0.25,positif
1606058341,2022-03-20 10:58:36+00:00,in,Seru liat komenan para netizen,0.0,netral
1085229423299780609,2022-03-20 10:58:36+00:00,in,RT Rekomendasi pawang ujan buat di Mandalika,0.0,netral
943168221280067584,2022-03-20 10:58:36+00:00,en,RT Terima Kasih What a privilege to have worked at the both the first WorldSBK race at the Mandalika International Str,0.125,positif
1281756137969184768,2022-03-20 10:58:35+00:00,en,beauty of indonesia,0.0,netral
2536834262,2022-03-20 10:58:35+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 153,0.0,netral
1371014072414601217,2022-03-20 10:58:34+00:00,in,RT naa16 mengeklaim event yang berlangsung pada 18 20 Maret tersebut berhasil membawa dampak positif bagi sektor pariw,0.0,netral
1503346579817709574,2022-03-20 10:58:34+00:00,in,RT Anjir petirnya di Mandalika,0.0,netral
1233103079911776257,2022-03-20 10:58:33+00:00,in,Iyain aja,0.0,netral
1018863081051414529,2022-03-20 10:58:33+00:00,in,Thor turun ke wakanda,0.0,netral
1385555258793807876,2022-03-20 10:58:33+00:00,in,RT Viral Lecutan Petir dan Gemuruh Keras di Sirkuit Mandalika,0.0,netral
1169639156684742656,2022-03-20 10:58:33+00:00,lv,moliveira88 hmm hmm,0.0,netral
95405624,2022-03-20 10:58:31+00:00,en,Atheis bang,0.0,netral
1402302312270372864,2022-03-20 10:58:31+00:00,in,Jangan cuma ujan yg distop dong bu warga indo yg overproud jg tolong distop bu Gak siap pembahasan pawang mandalika bla bla bla ini berlangsung sepekan kedepan,0.0,netral
1485230965379448833,2022-03-20 10:58:31+00:00,in,Valianto mengsedih nder legend motogp ngetiknya salah,0.0,netral
906526993,2022-03-20 10:58:31+00:00,in,RT Uang Negara Rp 2 5 T demi MotoGP Mandalika Setara Beasiswa 200 Ribu Mahasiswa,0.0,netral
1340572903792726017,2022-03-20 10:58:30+00:00,in,Akaowkwowk fandik masuk tipi,0.0,netral
1093821000561639424,2022-03-20 10:58:30+00:00,pt,O momento em que Miguel Oliveira chegou grelha de partida hoje no IndonesianGP,0.0,netral
79760930,2022-03-20 10:58:30+00:00,in,RT Curahan hati warga Lombok soal gelaran MotoGP Tiara Citra adalah salah satu dr bnyk anak2 penjual gelang dikawasan Mandalika,0.0,netral
1352263140138893314,2022-03-20 10:58:29+00:00,in,keren abisini ikut motogp ran,0.0,netral
2941631767,2022-03-20 10:58:29+00:00,in,Capek capek pandemi 2 tahun rupanya obatnya Moto GP Mandalika hehe,0.0,netral
1213785827446099969,2022-03-20 10:58:29+00:00,in,mandalika gokil pake pawang hujan indonesia beda sendiri emang,0.0,netral
1232453898503217152,2022-03-20 10:58:28+00:00,en,RT Indonesia tried to use the magic power pawang to stop the rain in the mandalika circuit MotoGP teams and riders are spee,0.5,positif
1333694923304931334,2022-03-20 10:58:27+00:00,in,Mumer nih kak no vpn,0.0,netral
943168221280067584,2022-03-20 10:58:27+00:00,en,live Terima kasih kembali bapak Michael Hill I hope you have a good working experience here in Indonesia Anyway safe flight sir,0.4454545454545455,positif
69183155,2022-03-20 10:58:26+00:00,in,Agen travel dari Kota Malang tertipu hingga Rp 598 juta Penipu meminta 65 unit kendaraan yang disebut akan digunakan oleh tamu gelaran MotoGP Mandalika,0.0,netral
508495367,2022-03-20 10:58:26+00:00,in,RT FIXED Marc Marquez TIDAK IKUT di MotoGP Mandalika saat ini karena Cedera Kepala Jadi meski ada Fabio Quartararo dkk R,0.1,positif
101196370,2022-03-20 10:58:26+00:00,in,Beres MotoGP malem nya lanjut F1 abis itu nonton El Clasico Indah nya hari minggu,0.0,netral
4133320399,2022-03-20 10:58:26+00:00,in,moliveira88 Gila KTM ngeri euy,0.0,netral
341455589,2022-03-20 10:58:26+00:00,in,Plisss abis ini jangan di undang ke tv,0.0,netral
598959076,2022-03-20 10:58:25+00:00,in,Race MotoGP Mandalika Usai Penonton di Bukit Bubar Tertib,0.0,netral
1515384679,2022-03-20 10:58:25+00:00,in,Udah bodoh musrik pula,0.0,netral
960248512108576768,2022-03-20 10:58:25+00:00,in,permana Anda terdeteksi kena orgasme nanggung Hujannya berhenti Padahal sudah ngarep hujan gak bakal berhenti ya drun Drama Indah in Mandalika Balapn sukses K3 KadrunKejangKejang,0.0,netral
2536834262,2022-03-20 10:58:24+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 152,0.0,netral
53401821,2022-03-20 10:58:23+00:00,in,RT Sama saja sih Pedukung Anies sibuk cari2 kesalahan MotoGP Mandalika dan pendukung Jokowi sibuk cari2 kesalahan Formula E,0.0,netral
1369294569771315202,2022-03-20 10:58:23+00:00,tl,Ahahaha,0.0,netral
1469511851482378246,2022-03-20 10:58:23+00:00,in,Yg saya tanyakan definisinya bukan jenisnya,0.0,netral
111627355,2022-03-20 10:58:22+00:00,en,NASA would pay attention to IDN after this amp Mandalika will be one of the most favorite circuits among all Regardless all the stories behind tetap BANGGA Indonesia bisa jadi tuan rumah After BEP Next Formula 1 Gak kebayang berapa triliun yang digelontorkan if it s F1,0.15,positif
1265945891568971776,2022-03-20 10:58:22+00:00,in,Mau ga percaya pawang hujan tp pas nikahan outdoor temen gue kemaren yg tbtb langit gelap udh mulai gerimis trus ada pawang ujan kayak baca2 mantra sambil nyebat tau2 ujannya berhenti total gilaaa gokil liat sendiri gue beneran berhasil,0.0,netral
1242817282956349440,2022-03-20 10:58:21+00:00,en,RT What is the great world history presented by the President of Indonesia at the 2022 Moto GP Mandalika,0.8,positif
467183027,2022-03-20 10:58:20+00:00,in,RT Marques akan pulang ke negara nya dan akan menjadi berita karena kualitas arena mandalika yg not sop semakin banyak accide,0.0,netral
1221396758498029568,2022-03-20 10:58:20+00:00,es,RT La odisea que vivi MotoGP antes de la carrera en Mandalika La carrera estuvo suspendida casi una hora Un rayo cay,0.0,netral
876187567065976832,2022-03-20 10:58:20+00:00,in,pawang hujan Wsbk dan motogp kalian jagoiin ngeidolakan yg mana mblo before after,0.0,netral
527199141,2022-03-20 10:58:20+00:00,en,Master,0.0,netral
1341394021005078535,2022-03-20 10:58:19+00:00,in,RT Sekte tempe buat berita mencla mencle Mau hancurin proyek 2 5 T Yok dukung formula E meskipun dari honda marquez cidera amp,0.0,netral
90326589,2022-03-20 10:58:19+00:00,in,Dan jangan juga bandingkan kelas nya kalo mau bandingkan MotoGP ya sekelas Formula1 buka E,0.0,netral
1315088664368611329,2022-03-20 10:58:18+00:00,in,Mantippbgttt lah anjirt kitaa nabung2 buat nonton MotoGP,0.0,netral
1340273082926125057,2022-03-20 10:58:17+00:00,in,RT Sudah Bayar Mahal Pawang Hujan Gelaran MotoGP Mandalika Tetap Diguyur Hujan Lebat,0.0,netral
1379403820564762624,2022-03-20 10:58:17+00:00,in,diakui dunia pawang hujan indo wkwkwk,0.0,netral
328974364,2022-03-20 10:58:17+00:00,en,MotoGP Indonesia 2022 Highlights con tempeste e fulmini vince Oliveira,0.0,netral
2243503669,2022-03-20 10:58:16+00:00,in,RT ratu pantai mandalika emg gasuka orang pake baju oren,0.0,netral
175981991,2022-03-20 10:58:15+00:00,in,Set ngeri bet,0.0,netral
1044377019897663488,2022-03-20 10:58:14+00:00,in,another lucky hotel s employee after Yuyu mas Risman seneng gak tuh Miguel menang kemenangannya didedikasiin buat si masnya moliveira88 IndonesianGP MotoGP,0.3333333333333333,positif
3189705080,2022-03-20 10:58:14+00:00,in,RT nakula Indonesia sedang punya gawe besar yaitu gelaran MotoGP di sirkuit Mandalika di Lombok Masyarakat banyak yang bangga dan,0.0,netral
944551919514615809,2022-03-20 10:58:14+00:00,en,RT Kontrol ren not woking,0.0,netral
800705678838857728,2022-03-20 10:58:14+00:00,in,Bgi sya pribadi Orang2 yg mengolok olok pawang hujan di motogp ini tak jauh beda seperti orang2 kafir yang menertawakan orang muslim melakukan sholat meminta hujan Konteksnya sama loh Sama2 memohon cuaca yang bagus Bedanya yg satu meminta hujan yang satu ingin tidak hujan,0.0,netral
1182582278,2022-03-20 10:58:14+00:00,in,Rang orang pada ke mandalika buat nonton MotoGP bukan nonton dukun gemblung lenggak lenggok di lintasan Siapa seh yang nyuruh dukun gemblung itu Bayar gak tuh Duit pribadi apa duit APBN Jokowi punya pembantu aneh aneh,0.0,netral
1471109803992752129,2022-03-20 10:58:13+00:00,en,I like you dad don t you watch MotoGP in Indonesia,0.0,netral
343821449,2022-03-20 10:58:13+00:00,in,Pak Pres tadi juga lihat turun langsung ke track MotoGP Mandalika bangga akhirnya Indonesia kembali mjd tuan rumah Tapi sayang babang udah keburu pensiun IndonesianGP,0.0,netral
1097113579147403269,2022-03-20 10:58:13+00:00,fr,RT moto MotoGP 0 2 GP Indon sie 2022 Mandalika IndonesianGP 1er double podium de nos pilotes Fran ais F,0.0,netral
1488392557369323520,2022-03-20 10:58:12+00:00,in,Pawang hujan GP mandalika memang Mantap,0.0,netral
767220956888641536,2022-03-20 10:58:12+00:00,en,RT What is the great world history presented by the President of Indonesia at,0.8,positif
